Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Rainfall_Category,Growing_Degree_Days,Temperature_Category,Pesticide_Category,Rainfall_Temp_Ratio,Yield_per_Pesticide
Colombia,"Rice, paddy",2006,45717,3240.0,98328.63,22.6,Very High,12.600000000000001,Warm,Very High,143.36283185840708,0.464936154036174
Colombia,Sorghum,2006,37000,3240.0,98328.63,27.51,Very High,17.51,Hot,Very High,117.77535441657578,0.3762853577299131
Colombia,Sorghum,2006,37000,3240.0,98328.63,22.6,Very High,12.600000000000001,Warm,Very High,143.36283185840708,0.3762853577299131
Colombia,Soybeans,2006,20000,3240.0,98328.63,27.51,Very High,17.51,Hot,Very High,117.77535441657578,0.2033974906648179
Colombia,Soybeans,2006,20000,3240.0,98328.63,22.6,Very High,12.600000000000001,Warm,Very High,143.36283185840708,0.2033974906648179
Colombia,Wheat,2006,15490,3240.0,98328.63,27.51,Very High,17.51,Hot,Very High,117.77535441657578,0.15753135651990147
Colombia,Wheat,2006,15490,3240.0,98328.63,22.6,Very High,12.600000000000001,Warm,Very High,143.36283185840708,0.15753135651990147
Colombia,Yams,2006,105600,3240.0,98328.63,27.51,Very High,17.51,Hot,Very High,117.77535441657578,1.0739387507102385
Colombia,Yams,2006,105600,3240.0,98328.63,22.6,Very High,12.600000000000001,Warm,Very High,143.36283185840708,1.0739387507102385
Colombia,Cassava,2007,108337,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,1.314130533141291
Colombia,Cassava,2007,108337,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,1.314130533141291
Colombia,Maize,2007,27661,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.33552862528241734
Colombia,Maize,2007,27661,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.33552862528241734
Colombia,Plantains and others,2007,81560,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.9893248500789543
Colombia,Plantains and others,2007,81560,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.9893248500789543
Colombia,Potatoes,2007,166986,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,2.0255443773330586
Colombia,Potatoes,2007,166986,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,2.0255443773330586
Colombia,"Rice, paddy",2007,49020,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.594613832158783
Colombia,"Rice, paddy",2007,49020,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.594613832158783
Colombia,Sorghum,2007,37000,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.4488109300260092
Colombia,Sorghum,2007,37000,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.4488109300260092
Colombia,Soybeans,2007,20000,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.24260050271676173
Colombia,Soybeans,2007,20000,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.24260050271676173
Colombia,Wheat,2007,18709,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,0.22694064026639477
Colombia,Wheat,2007,18709,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,0.22694064026639477
Colombia,Yams,2007,104038,3240.0,82439.06,27.45,Very High,17.45,Hot,Very High,118.0327868852459,1.2619835550823228
Colombia,Yams,2007,104038,3240.0,82439.06,22.48,Very High,12.48,Warm,Very High,144.12811387900356,1.2619835550823228
Colombia,Cassava,2008,109215,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,2.2500013906065455
Colombia,Cassava,2008,109215,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,2.2500013906065455
Colombia,Maize,2008,27712,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,0.5709109420545583
Colombia,Maize,2008,27712,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,0.5709109420545583
Colombia,Plantains and others,2008,81611,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,1.6813154190247748
Colombia,Plantains and others,2008,81611,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,1.6813154190247748
Colombia,Potatoes,2008,176013,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,3.626145628025728
Colombia,Potatoes,2008,176013,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,3.626145628025728
Colombia,"Rice, paddy",2008,48887,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,1.0071493657701065
Colombia,"Rice, paddy",2008,48887,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,1.0071493657701065
Colombia,Sorghum,2008,37100,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,0.7643185605594729
Colombia,Sorghum,2008,37100,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,0.7643185605594729
Colombia,Soybeans,2008,21574,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,0.4444584535177916
Colombia,Soybeans,2008,21574,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,0.4444584535177916
Colombia,Wheat,2008,18151,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,0.3739392504774931
Colombia,Wheat,2008,18151,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,0.3739392504774931
Colombia,Yams,2008,104870,3240.0,48538.97,27.16,Very High,17.16,Hot,Very High,119.29307805596466,2.1604875322337445
Colombia,Yams,2008,104870,3240.0,48538.97,22.07,Very High,12.07,Warm,Very High,146.80561848663345,2.1604875322337445
Colombia,Cassava,2009,106899,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,2.07828621632304
Colombia,Cassava,2009,106899,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,2.07828621632304
Colombia,Maize,2009,26845,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,0.5219094049260705
Colombia,Maize,2009,26845,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,0.5219094049260705
Colombia,Plantains and others,2009,78714,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,1.5303250847215761
Colombia,Plantains and others,2009,78714,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,1.5303250847215761
Colombia,Potatoes,2009,183793,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,3.573227612575052
Colombia,Potatoes,2009,183793,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,3.573227612575052
Colombia,"Rice, paddy",2009,46956,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,0.9128991625147538
Colombia,"Rice, paddy",2009,46956,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,0.9128991625147538
Colombia,Sorghum,2009,37000,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,0.7193387216339955
Colombia,Sorghum,2009,37000,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,0.7193387216339955
Colombia,Soybeans,2009,22000,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,0.4277149155661594
Colombia,Soybeans,2009,22000,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,0.4277149155661594
Colombia,Wheat,2009,16946,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,0.3294571345083699
Colombia,Wheat,2009,16946,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,0.3294571345083699
Colombia,Yams,2009,106037,3240.0,51435.13,27.68,Very High,17.68,Hot,Very High,117.05202312138728,2.061527568267675
Colombia,Yams,2009,106037,3240.0,51435.13,22.87,Very High,12.870000000000001,Warm,Very High,141.67031045037166,2.061527568267675
Colombia,Cassava,2010,106094,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,2.182130365084269
Colombia,Cassava,2010,106094,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,2.182130365084269
Colombia,Maize,2010,27227,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,0.5600021061525571
Colombia,Maize,2010,27227,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,0.5600021061525571
Colombia,Plantains and others,2010,80771,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,1.6612895330388284
Colombia,Plantains and others,2010,80771,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,1.6612895330388284
Colombia,Potatoes,2010,172462,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,3.547180491103768
Colombia,Potatoes,2010,172462,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,3.547180491103768
Colombia,"Rice, paddy",2010,41223,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,0.8478703794735688
Colombia,"Rice, paddy",2010,41223,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,0.8478703794735688
Colombia,Sorghum,2010,57069,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,1.1737892605142057
Colombia,Sorghum,2010,57069,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,1.1737892605142057
Colombia,Soybeans,2010,17152,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,0.3527805533010856
Colombia,Soybeans,2010,17152,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,0.3527805533010856
Colombia,Wheat,2010,17697,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,0.3639900566563265
Colombia,Wheat,2010,17697,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,0.3639900566563265
Colombia,Yams,2010,108871,3240.0,48618.46,27.54,Very High,17.54,Hot,Very High,117.64705882352942,2.2392474124558355
Colombia,Yams,2010,108871,3240.0,48618.46,22.68,Very High,12.68,Warm,Very High,142.85714285714286,2.2392474124558355
Colombia,Cassava,2011,107039,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,1.9896464552585598
Colombia,Cassava,2011,107039,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,1.9896464552585598
Colombia,Maize,2011,28591,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,0.5314509833079296
Colombia,Maize,2011,28591,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,0.5314509833079296
Colombia,Plantains and others,2011,79624,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,1.4800550206327372
Colombia,Plantains and others,2011,79624,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,1.4800550206327372
Colombia,Potatoes,2011,173390,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,3.2229822669987733
Colombia,Potatoes,2011,173390,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,3.2229822669987733
Colombia,"Rice, paddy",2011,39589,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,0.7358823748094725
Colombia,"Rice, paddy",2011,39589,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,0.7358823748094725
Colombia,Sorghum,2011,38975,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,0.7244693111268077
Colombia,Sorghum,2011,38975,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,0.7244693111268077
Colombia,Soybeans,2011,21766,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,0.4045875311349864
Colombia,Soybeans,2011,21766,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,0.4045875311349864
Colombia,Wheat,2011,15964,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,0.29673965574928435
Colombia,Wheat,2011,15964,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,0.29673965574928435
Colombia,Yams,2011,111246,3240.0,53797.0,27.18,Very High,17.18,Hot,Very High,119.20529801324503,2.067846388341574
Colombia,Yams,2011,111246,3240.0,53797.0,22.33,Very High,12.329999999999998,Warm,Very High,145.09628302731753,2.067846388341574
Colombia,Cassava,2012,96365,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,1.9775807824254807
Colombia,Cassava,2012,96365,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,1.9775807824254807
Colombia,Maize,2012,29052,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,0.5961985875683605
Colombia,Maize,2012,29052,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,0.5961985875683605
Colombia,Plantains and others,2012,80883,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,1.6598626723905998
Colombia,Plantains and others,2012,80883,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,1.6598626723905998
Colombia,Potatoes,2012,181661,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,3.728006044893844
Colombia,Potatoes,2012,181661,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,3.728006044893844
Colombia,"Rice, paddy",2012,48066,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,0.9863996045043653
Colombia,"Rice, paddy",2012,48066,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,0.9863996045043653
Colombia,Sorghum,2012,38191,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,0.7837470830863025
Colombia,Sorghum,2012,38191,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,0.7837470830863025
Colombia,Soybeans,2012,26639,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,0.5466795461322304
Colombia,Soybeans,2012,26639,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,0.5466795461322304
Colombia,Wheat,2012,15196,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,0.31184888257912735
Colombia,Wheat,2012,15196,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,0.31184888257912735
Colombia,Yams,2012,109759,3240.0,48727.73,27.56,Very High,17.56,Hot,Very High,117.56168359941945,2.2524494276784965
Colombia,Yams,2012,109759,3240.0,48727.73,22.58,Very High,12.579999999999998,Warm,Very High,143.48981399468556,2.2524494276784965
Colombia,Cassava,2013,99633,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,1.8259714487729908
Colombia,Cassava,2013,99633,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,1.8259714487729908
Colombia,Maize,2013,28246,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,0.5176637212775075
Colombia,Maize,2013,28246,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,0.5176637212775075
Colombia,Plantains and others,2013,84230,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,1.5436810607946063
Colombia,Plantains and others,2013,84230,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,1.5436810607946063
Colombia,Potatoes,2013,185619,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,3.401834676761653
Colombia,Potatoes,2013,185619,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,3.401834676761653
Colombia,"Rice, paddy",2013,38371,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,0.7032243379288833
Colombia,"Rice, paddy",2013,38371,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,0.7032243379288833
Colombia,Sorghum,2013,32034,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,0.5870863006232271
Colombia,Sorghum,2013,32034,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,0.5870863006232271
Colombia,Soybeans,2013,27250,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,0.4994100546913573
Colombia,Soybeans,2013,27250,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,0.4994100546913573
Colombia,Wheat,2013,16938,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,0.31042229381145725
Colombia,Wheat,2013,16938,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,0.31042229381145725
Colombia,Yams,2013,109992,3240.0,54563.38,27.6,Very High,17.6,Hot,Very High,117.39130434782608,2.015820577453643
Colombia,Yams,2013,109992,3240.0,54563.38,22.85,Very High,12.850000000000001,Warm,Very High,141.79431072210065,2.015820577453643
Croatia,Maize,1992,41535,1113.0,2304.0,10.78,High,0.7799999999999994,Moderate,Medium,103.24675324675326,18.019522776572668
Croatia,Potatoes,1992,79015,1113.0,2304.0,10.78,High,0.7799999999999994,Moderate,Medium,103.24675324675326,34.27982646420824
Croatia,Sorghum,1992,45214,1113.0,2304.0,10.78,High,0.7799999999999994,Moderate,Medium,103.24675324675326,19.615618221258135
Croatia,Soybeans,1992,17593,1113.0,2304.0,10.78,High,0.7799999999999994,Moderate,Medium,103.24675324675326,7.632537960954447
Croatia,Wheat,1992,38967,1113.0,2304.0,10.78,High,0.7799999999999994,Moderate,Medium,103.24675324675326,16.905422993492408
Croatia,Maize,1993,44822,1113.0,2675.33,10.19,High,0.1899999999999995,Moderate,Medium,109.22473012757607,16.747561025733
Croatia,Potatoes,1993,78435,1113.0,2675.33,10.19,High,0.1899999999999995,Moderate,Medium,109.22473012757607,29.306924034031677
Croatia,Sorghum,1993,39320,1113.0,2675.33,10.19,High,0.1899999999999995,Moderate,Medium,109.22473012757607,14.691760732047245
Croatia,Soybeans,1993,23084,1113.0,2675.33,10.19,High,0.1899999999999995,Moderate,Medium,109.22473012757607,8.6252442710727
Croatia,Wheat,1993,41867,1113.0,2675.33,10.19,High,0.1899999999999995,Moderate,Medium,109.22473012757607,15.643437094827618
Croatia,Maize,1994,45529,1113.0,3046.67,11.33,High,1.33,Moderate,Medium,98.23477493380406,14.93895336437344
Croatia,Potatoes,1994,84888,1113.0,3046.67,11.33,High,1.33,Moderate,Medium,98.23477493380406,27.853409325812834
Croatia,Sorghum,1994,43162,1113.0,3046.67,11.33,High,1.33,Moderate,Medium,98.23477493380406,14.16229447413926
Croatia,Soybeans,1994,21594,1113.0,3046.67,11.33,High,1.33,Moderate,Medium,98.23477493380406,7.085412790754904
Croatia,Wheat,1994,37823,1113.0,3046.67,11.33,High,1.33,Moderate,Medium,98.23477493380406,12.41046438754852
Croatia,Maize,1995,49027,1113.0,3418.0,10.14,High,0.14000000000000057,Moderate,Medium,109.76331360946745,14.339572974553963
Croatia,Potatoes,1995,104158,1113.0,3418.0,10.14,High,0.14000000000000057,Moderate,Medium,109.76331360946745,30.46446329336063
Croatia,Sorghum,1995,40301,1113.0,3418.0,10.14,High,0.14000000000000057,Moderate,Medium,109.76331360946745,11.787364726528224
Croatia,Soybeans,1995,22852,1113.0,3418.0,10.14,High,0.14000000000000057,Moderate,Medium,109.76331360946745,6.683825680023399
Croatia,Wheat,1995,38605,1113.0,3418.0,10.14,High,0.14000000000000057,Moderate,Medium,109.76331360946745,11.291313249488155
Croatia,Maize,1996,52192,1113.0,3148.0,9.24,High,0.0,Cold,Medium,120.45454545454545,16.574150523975867
Croatia,Potatoes,1996,101625,1113.0,3148.0,9.24,High,0.0,Cold,Medium,120.45454545454545,32.272149888853605
Croatia,Sorghum,1996,41101,1113.0,3148.0,9.24,High,0.0,Cold,Medium,120.45454545454545,13.05208002540489
Croatia,Soybeans,1996,21857,1113.0,3148.0,9.24,High,0.0,Cold,Medium,120.45454545454545,6.940933629723721
Croatia,Wheat,1996,36905,1113.0,3148.0,9.24,High,0.0,Cold,Medium,120.45454545454545,11.719593521752937
Croatia,Maize,1997,58802,1113.0,3026.25,10.18,High,0.17999999999999972,Moderate,Medium,109.33202357563852,19.424229911635972
Croatia,Potatoes,1997,98123,1113.0,3026.25,10.18,High,0.17999999999999972,Moderate,Medium,109.33202357563852,32.41324634569329
Croatia,Sorghum,1997,41797,1113.0,3026.25,10.18,High,0.17999999999999972,Moderate,Medium,109.33202357563852,13.80692047237592
Croatia,Soybeans,1997,24622,1113.0,3026.25,10.18,High,0.17999999999999972,Moderate,Medium,109.33202357563852,8.133454455363779
Croatia,Wheat,1997,40000,1113.0,3026.25,10.18,High,0.17999999999999972,Moderate,Medium,109.33202357563852,13.213312412255346
Croatia,Maize,1998,52474,1113.0,2904.5,10.42,High,0.41999999999999993,Moderate,Medium,106.81381957773513,18.06023059714335
Croatia,Potatoes,1998,102378,1113.0,2904.5,10.42,High,0.41999999999999993,Moderate,Medium,106.81381957773513,35.235931853381516
Croatia,Sorghum,1998,44046,1113.0,2904.5,10.42,High,0.41999999999999993,Moderate,Medium,106.81381957773513,15.15952503871967
Croatia,Soybeans,1998,22772,1113.0,2904.5,10.42,High,0.41999999999999993,Moderate,Medium,106.81381957773513,7.837549475133367
Croatia,Wheat,1998,42214,1113.0,2904.5,10.42,High,0.41999999999999993,Moderate,Medium,106.81381957773513,14.528996730339012
Croatia,Maize,1999,55584,1113.0,2782.75,10.51,High,0.5099999999999998,Moderate,Medium,105.89914367269267,19.967310282891784
Croatia,Potatoes,1999,109779,1113.0,2782.75,10.51,High,0.5099999999999998,Moderate,Medium,105.89914367269267,39.435653345307585
Croatia,Sorghum,1999,43581,1113.0,2782.75,10.51,High,0.5099999999999998,Moderate,Medium,105.89914367269267,15.655500673551863
Croatia,Soybeans,1999,25003,1113.0,2782.75,10.51,High,0.5099999999999998,Moderate,Medium,105.89914367269267,8.98176919622811
Croatia,Wheat,1999,32976,1113.0,2782.75,10.51,High,0.5099999999999998,Moderate,Medium,105.89914367269267,11.84589133363269
Croatia,Maize,2000,40701,1113.0,2661.0,11.45,High,1.4499999999999993,Moderate,Medium,97.2052401746725,15.289631855747558
Croatia,Potatoes,2000,84883,1113.0,2661.0,11.45,High,1.4499999999999993,Moderate,Medium,97.2052401746725,31.886927122464314
Croatia,Sorghum,2000,43025,1113.0,2661.0,11.45,High,1.4499999999999993,Moderate,Medium,97.2052401746725,16.162659654395192
Croatia,Soybeans,2000,13752,1113.0,2661.0,11.45,High,1.4499999999999993,Moderate,Medium,97.2052401746725,5.1660405709992485
Croatia,Wheat,2000,47455,1113.0,2661.0,11.45,High,1.4499999999999993,Moderate,Medium,97.2052401746725,17.826821938392186
Croatia,Maize,2001,56659,1113.0,2539.25,10.74,High,0.7400000000000002,Moderate,Medium,103.63128491620111,22.30449758882
Croatia,Potatoes,2001,102106,1113.0,2539.25,10.74,High,0.7400000000000002,Moderate,Medium,103.63128491620111,40.19525637240429
Croatia,Sorghum,2001,41138,1113.0,2539.25,10.74,High,0.7400000000000002,Moderate,Medium,103.63128491620111,16.194469048322016
Croatia,Soybeans,2001,22066,1113.0,2539.25,10.74,High,0.7400000000000002,Moderate,Medium,103.63128491620111,8.68654659974412
Croatia,Wheat,2001,44047,1113.0,2539.25,10.74,High,0.7400000000000002,Moderate,Medium,103.63128491620111,17.339631925991537
Croatia,Maize,2002,63767,1113.0,2417.5,11.18,High,1.1799999999999997,Moderate,Medium,99.55277280858677,26.36634277444697
Croatia,Potatoes,2002,113892,1113.0,2417.5,11.18,High,1.1799999999999997,Moderate,Medium,99.55277280858677,47.09199917304114
Croatia,Sorghum,2002,40854,1113.0,2417.5,11.18,High,1.1799999999999997,Moderate,Medium,99.55277280858677,16.89228860864172
Croatia,Soybeans,2002,27031,1113.0,2417.5,11.18,High,1.1799999999999997,Moderate,Medium,99.55277280858677,11.176762456067811
Croatia,Wheat,2002,45919,1113.0,2417.5,11.18,High,1.1799999999999997,Moderate,Medium,99.55277280858677,18.986561918544552
Croatia,Maize,2004,63054,1113.0,2174.0,10.06,High,0.0600000000000005,Moderate,Medium,110.6361829025845,28.990344827586206
Croatia,Potatoes,2004,153997,1113.0,2174.0,10.06,High,0.0600000000000005,Moderate,Medium,110.6361829025845,70.8032183908046
Croatia,Sorghum,2004,37125,1113.0,2174.0,10.06,High,0.0600000000000005,Moderate,Medium,110.6361829025845,17.06896551724138
Croatia,Soybeans,2004,21545,1113.0,2174.0,10.06,High,0.0600000000000005,Moderate,Medium,110.6361829025845,9.905747126436781
Croatia,Wheat,2004,49278,1113.0,2174.0,10.06,High,0.0600000000000005,Moderate,Medium,110.6361829025845,22.65655172413793
Croatia,Maize,2005,69182,1113.0,2053.0,9.62,High,0.0,Cold,Medium,115.69646569646571,33.68159688412853
Croatia,Potatoes,2005,144638,1113.0,2053.0,9.62,High,0.0,Cold,Medium,115.69646569646571,70.41772151898734
Croatia,Sorghum,2005,30000,1113.0,2053.0,9.62,High,0.0,Cold,Medium,115.69646569646571,14.605647517039921
Croatia,Soybeans,2005,24808,1113.0,2053.0,9.62,High,0.0,Cold,Medium,115.69646569646571,12.077896786757547
Croatia,Wheat,2005,41144,1113.0,2053.0,9.62,High,0.0,Cold,Medium,115.69646569646571,20.031158714703018
Croatia,Maize,2006,65312,1113.0,2150.0,10.56,High,0.5600000000000005,Moderate,Medium,105.39772727272727,30.363551836355185
Croatia,Potatoes,2006,163810,1113.0,2150.0,10.56,High,0.5600000000000005,Moderate,Medium,105.39772727272727,76.15527661552767
Croatia,Sorghum,2006,26667,1113.0,2150.0,10.56,High,0.5600000000000005,Moderate,Medium,105.39772727272727,12.397489539748953
Croatia,Soybeans,2006,27737,1113.0,2150.0,10.56,High,0.5600000000000005,Moderate,Medium,105.39772727272727,12.894932589493258
Croatia,Wheat,2006,45833,1113.0,2150.0,10.56,High,0.5600000000000005,Moderate,Medium,105.39772727272727,21.307763830776384
Croatia,Maize,2007,49371,1113.0,2015.0,11.31,High,1.3100000000000005,Moderate,Medium,98.40848806366047,24.489583333333332
Croatia,Potatoes,2007,170730,1113.0,2015.0,11.31,High,1.3100000000000005,Moderate,Medium,98.40848806366047,84.6875
Croatia,Sorghum,2007,30000,1113.0,2015.0,11.31,High,1.3100000000000005,Moderate,Medium,98.40848806366047,14.880952380952381
Croatia,Soybeans,2007,19489,1113.0,2015.0,11.31,High,1.3100000000000005,Moderate,Medium,98.40848806366047,9.667162698412698
Croatia,Wheat,2007,46408,1113.0,2015.0,11.31,High,1.3100000000000005,Moderate,Medium,98.40848806366047,23.01984126984127
Croatia,Maize,2008,79759,1113.0,2388.0,11.09,High,1.0899999999999999,Moderate,Medium,100.36068530207395,33.385935537881956
Croatia,Potatoes,2008,170369,1113.0,2388.0,11.09,High,1.0899999999999999,Moderate,Medium,100.36068530207395,71.31393888656342
Croatia,Sorghum,2008,35023,1113.0,2388.0,11.09,High,1.0899999999999999,Moderate,Medium,100.36068530207395,14.660108832147342
